"Reference_ID","Title","YearDate","In","SecondTitle","SecondTitleDate","abstract","Publisher","nd","publisherAbbv","pubCity","pubState","volume","number","edition","Institution","Series_Type","PubNumber","PageCount","PlateCount","SheetCount","Scale","Pages","Hyperlink","YearHyperlink","Anno","EnterDate","EditDate","Initials","Notes","OldReference","Pub_ID","Origin","URL_INTRA","Folder","FileName","URL","URL_Year"
292,"DMEA-2862:  Douglas Mine","1952",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-2862",,,,,,,,"DMEA-2862",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/2862_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-2862",,,,,,,
293,"DMEA-2863:  Lakow Flats & Lakow Extension Claims","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-2863",,,,,,,,"DMEA-2863",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/2863_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-2863",,,,,,,
294,"DMEA-2868:  Gilmore Mine","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-2868",,,,,,,,"DMEA-2868",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/2868_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-2868",,,,,,,
295,"DMEA-2879:  Silver Summit Mine","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-2879",,,,,,,,"DMEA-2879",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/2879_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-2879",,,,,,,
296,"DMEA-2890:  Steelsmith Mine","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-2890",,,,,,,,"DMEA-2890",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/2890_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-2890",,,,,,,
297,"DMEA-2891:  Dismal Swamp","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-2891",,,,,,,,"DMEA-2891",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/2891_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-2891",,,,,,,
298,"DMEA-2916:  Birmingham Group","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-2916",,,,,,,,"DMEA-2916",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/2916_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-2916",,,,,,,
299,"DMEA-2950:  Chalspar","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-2950",,,,,,,,"DMEA-2950",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/2950_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-2950",,,,,,,
300,"DMEA-2982:  U. S. Silver Lead Mines",,FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-2982",,,,,,,,"DMEA-2982",,,,,,"http://minerals.usgs.gov/dockets/id.htm",2015,,,,,"Unable to verify (.pdf for Crescent Mine corrupted)","Defense Mineral Exploration Administration-2982",,,,,,,
301,"DMEA-3009:  High Mountain Mine","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3009",,,,,,,,"DMEA-3009",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3009_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3009",,,,,,,
302,"DMEA-3015:  Livingston Mine","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3015",,,,,,,,"DMEA-3015",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3015_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3015",,,,,,,
303,"DMEA-3061:  Ima Mine","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3061",,,,,,,,"DMEA-3061",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3061_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3061",,,,,,,
304,"DMEA-3070:  H.G. Claims","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3070",,,,,,,,"DMEA-3070",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3070_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3070",,,,,,,
305,"DMEA-3071:  Vindicator Mine","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3071",,,,,,,,"DMEA-3071",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3071_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3071",,,,,,,
306,"DMEA-3109:  Vanza Mine","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3109",,,,,,,,"DMEA-3109",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3109_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3109",,,,,,,
307,"DMEA-3112:  Pope-Shenon Mine","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3112",,,,,,,,"DMEA-3112",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3112_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3112",,,,,,,
308,"DMEA-3119:  Beverly Ann et al. Claims","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3119",,,,,,,,"DMEA-3119",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3119_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3119",,,,,,,
309,"DMEA-3158:  roosevelt Claims","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3158",,,,,,,,"DMEA-3158",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3158_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3158",,,,,,,
310,"DMEA-3209:  Dewey Property","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3209",,,,,,,,"DMEA-3209",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3209_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3209",,,,,,,
311,"DMEA-3210:  Matygold Group","1953",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3210",,,,,,,,"DMEA-3210",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3210_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3210",,,,,,,
312,"DMEA-3238:  Fire Chief Mine","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3238",,,,,,,,"DMEA-3238",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3238_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3238",,,,,,,
313,"DMEA-3324:  Sidney Mine","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3324",,,,,,,,"DMEA-3324",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3324_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3324",,,,,,,
314,"DMEA-3326:  Buttercup Mine","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3326",,,,,,,,"DMEA-3326",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3326_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3326",,,,,,,
315,"DMEA-3327:  Ella & Clayton Mines","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3327",,,,,,,,"DMEA-3327",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3327_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3327",,,,,,,
316,"DMEA-3333:  Old Constitution Mine","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3333",,,,,,,,"DMEA-3333",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3333_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3333",,,,,,,
317,"DMEA-3340:  Red Leaf Group","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3340",,,,,,,,"DMEA-3340",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3340_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3340",,,,,,,
318,"DMEA-3341:  Nevada Stewart Claims","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3341",,,,,,,,"DMEA-3341",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3341_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3341",,,,,,,
319,"DMEA-3389:  Beacon Light et al. Claims","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3389",,,,,,,,"DMEA-3389",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3389_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3389",,,,,,,
320,"DMEA-3394:  Triumph Mine","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3394",,,,,,,,"DMEA-3394",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3394_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3394",,,,,,,
321,"DMEA-3406:  Silver Mountain Mine","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3406",,,,,,,,"DMEA-3406",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3406_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3406",,,,,,,
322,"DMEA-3409:  Liberal King Mine","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3409",,,,,,,,"DMEA-3409",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3409_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3409",,,,,,,
323,"DMEA-3411:  Glanfarney, et al Claims","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3411",,,,,,,,"DMEA-3411",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3411_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3411",,,,,,,
324,"DMEA-3433:  Queen of the Hills Mine","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3433",,,,,,,,"DMEA-3433",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3433_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3433",,,,,,,
325,"DMEA-3436:  Daisy Mine","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3436",,,,,,,,"DMEA-3436",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3436_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3436",,,,,,,
326,"DMEA-3457:  Mountain King Mine","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3457",,,,,,,,"DMEA-3457",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3457_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3457",,,,,,,
327,"DMEA-3460:  Suprise Group of Claims","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3460",,,,,,,,"DMEA-3460",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3460_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3460",,,,,,,
328,"DMEA-3466:  Emma Claims","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3466",,,,,,,,"DMEA-3466",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3466_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3466",,,,,,,
329,"DMEA-3533:  Silver Fox Mine","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3533",,,,,,,,"DMEA-3533",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3533_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3533",,,,,,,
330,"DMEA-3534:  Pirate Chief Claims","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3534",,,,,,,,"DMEA-3534",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3534_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3534",,,,,,,
331,"DMEA-3556:  Patsy No. 3 Claim","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3556",,,,,,,,"DMEA-3556",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3556_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3556",,,,,,,
332,"DMEA-3661:  Chalspar No. 2","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3661",,,,,,,,"DMEA-3661",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3661_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3661",,,,,,,
333,"DMEA-3664:  Deer Trail Mine","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3664",,,,,,,,"DMEA-3664",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3664_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3664",,,,,,,
334,"DMEA-3667:  Tungsten Jim No. 1 Claims","1954",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3667",,,,,,,,"DMEA-3667",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3667_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3667",,,,,,,
335,"DMEA-3702:  West CoeurD'Alene Mine","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3702",,,,,,,,"DMEA-3702",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3702_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3702",,,,,,,
336,"DMEA-3739:  Tinkers Pride, et al., Claims","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3739",,,,,,,,"DMEA-3739",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3739_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3739",,,,,,,
337,"DMEA-3748:  Horseshoe Mine","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3748",,,,,,,,"DMEA-3748",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3748_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3748",,,,,,,
338,"DMEA-3759:  Claims in the Caribou Mountains","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3759",,,,,,,,"DMEA-3759",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3759_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3759",,,,,,,
339,"DMEA-3760:  Rustler Mine","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3760",,,,,,,,"DMEA-3760",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3760_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3760",,,,,,,
340,"DMEA-3847:  Triumph Mine","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3847",,,,,,,,"DMEA-3847",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3847_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3847",,,,,,,
341,"DMEA-3858:  Nevada-Stewart Mine","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3858",,,,,,,,"DMEA-3858",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3858_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3858",,,,,,,
342,"DMEA-3863:  Commodore Claim","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3863",,,,,,,,"DMEA-3863",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3863_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3863",,,,,,,
343,"DMEA-3864:  Empire Mine","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3864",,,,,,,,"DMEA-3864",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3864_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3864",,,,,,,
344,"DMEA-3879:  Twin Peaks Mine","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3879",,,,,,,,"DMEA-3879",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3879_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3879",,,,,,,
345,"DMEA-3889:  Star of Hope Mine","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3889",,,,,,,,"DMEA-3889",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3889_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3889",,,,,,,
346,"DMEA-3941:  Copper Mountain Claims","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3941",,,,,,,,"DMEA-3941",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3941_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3941",,,,,,,
347,"DMEA-3968:  Rooster- Goose Mine","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3968",,,,,,,,"DMEA-3968",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3968_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3968",,,,,,,
348,"DMEA-3969:  Valley View Mine","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-3969",,,,,,,,"DMEA-3969",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/3969_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-3969",,,,,,,
349,"DMEA-4007:  Seagraves Mine","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4007",,,,,,,,"DMEA-4007",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4007_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4007",,,,,,,
350,"DMEA-4062:  Iron Lode Mine","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4062",,,,,,,,"DMEA-4062",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4062_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4062",,,,,,,
351,"DMEA-4091:  Ura Group","1955",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4091",,,,,,,,"DMEA-4091",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4091_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4091",,,,,,,
352,"DMEA-4170:  Rustler Mine","1956",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4170",,,,,,,,"DMEA-4170",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4170_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4170",,,,,,,
353,"DMEA-4175:  Owyhee Mercury Property","1956",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4175",,,,,,,,"DMEA-4175",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4175_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4175",,,,,,,
354,"DMEA-4187:  Black Rock, et al., Claims","1956",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4187",,,,,,,,"DMEA-4187",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4187_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4187",,,,,,,
355,"DMEA-4193:  Rattlesnake Copper Mine","1956",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4193",,,,,,,,"DMEA-4193",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4193_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4193",,,,,,,
356,"DMEA-4202:  The Dot Group","1956",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4202",,,,,,,,"DMEA-4202",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4202_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4202",,,,,,,
357,"DMEA-4315:  Cornhusker Mine","1956",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4315",,,,,,,,"DMEA-4315",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4315_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4315",,,,,,,
358,"DMEA-4257:  Bell Cross Claims","1956",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4257",,,,,,,,"DMEA-4257",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4257_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4257",,,,,,,
359,"DMEA-4262:  Copper queen Mine","1956",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4262",,,,,,,,"DMEA-4262",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4262_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4262",,,,,,,
360,"DMEA-4272:  Rocky Mountain Goat Mine","1956",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4272",,,,,,,,"DMEA-4272",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4272_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4272",,,,,,,
361,"DMEA-4280:  Warm Springs Creek","1956",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4280",,,,,,,,"DMEA-4280",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4280_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4280",,,,,,,
362,"DMEA-4291:  Foolproof Claim","1956",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4291",,,,,,,,"DMEA-4291",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4291_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4291",,,,,,,
363,"DMEA-4308:  Skyline Group","1956",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4308",,,,,,,,"DMEA-4308",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4308_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4308",,,,,,,
364,"DMEA-4344:  Hall Miuntain No1","1956",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4344",,,,,,,,"DMEA-4344",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4344_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4344",,,,,,,
365,"DMEA-4357:  Iron Mountain Claims","1956",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4357",,,,,,,,"DMEA-4357",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4357_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4357",,,,,,,
383,"DMEA-4830:  Bloomington Caynon","1957",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4830",,,,,,,,"DMEA-4830",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4830_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4830",,,,,,,
384,"DMEA-4867:  Mathis-Dean Property","1957",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4867",,,,,,,,"DMEA-4867",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4867_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4867",,,,,,,
385,"DMEA-4870:  Garfield Mine","1958",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4870",,,,,,,,"DMEA-4870",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4870_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4870",,,,,,,
386,"DMEA-4892:  Lucky Boy Claims","1958",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4892",,,,,,,,"DMEA-4892",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4892_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4892",,,,,,,
387,"DMEA-4899:  Mother Lode, et al., Claims","1957",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4899",,,,,,,,"DMEA-4899",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4899_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4899",,,,,,,
388,"DMEA-4932:  Montana Special Claims","1957",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4932",,,,,,,,"DMEA-4932",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4932_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4932",,,,,,,
389,"DMEA-495:  Bunker Chance","1957",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-495",,,,,,,,"DMEA-495",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/0495_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-495",,,,,,,
390,"DMEA-4951:  Ruby Red Claims","1952",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4951",,,,,,,,"DMEA-4951",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4951_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4951",,,,,,,
391,"DMEA-4976:  Lucky Win Mine","1957",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4976",,,,,,,,"DMEA-4976",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4976_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4976",,,,,,,
392,"DMEA-4980:  Ohio Mine","1958",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4980",,,,,,,,"DMEA-4980",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4980_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4980",,,,,,,
393,"DMEA-4989:  Iron Mask Mine","1958",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4989",,,,,,,,"DMEA-4989",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4989_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4989",,,,,,,
394,"DMEA-4990:  Hope Mine","1958",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4990",,,,,,,,"DMEA-4990",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4990_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4990",,,,,,,
395,"DMEA-4993:  Fern Cinnabar Group","1958",FALSE,,,FALSE,"U.S. Geological Survey",FALSE,"DMEA-4993",,,,,,,,"DMEA-4993",,,,,,"http://minerals.usgs.gov/dockets/scans/id/dmea/4993_DMEA.pdf",2015,,,,,,"Defense Mineral Exploration Administration-4993",,,,,,,
